Namespace(image='library', model='skip_depth4')
Number of params: 1060339
Starting optimization with ADAM
Iteration 00000    Loss 0.089559 
Iteration 00001    Loss 0.083089 
Iteration 00002    Loss 0.079861 
Iteration 00003    Loss 0.078739 
Iteration 00004    Loss 0.062145 
Iteration 00005    Loss 0.055198 
Iteration 00006    Loss 0.052648 
Iteration 00007    Loss 0.050381 
Iteration 00008    Loss 0.048707 
Iteration 00009    Loss 0.047174 
Iteration 00010    Loss 0.045647 
Iteration 00011    Loss 0.044544 
Iteration 00012    Loss 0.043689 
Iteration 00013    Loss 0.042998 
Iteration 00014    Loss 0.042399 
Iteration 00015    Loss 0.041962 
Iteration 00016    Loss 0.041550 
Iteration 00017    Loss 0.041150 
Iteration 00018    Loss 0.040778 
Iteration 00019    Loss 0.040321 
Iteration 00020    Loss 0.039985 
Iteration 00021    Loss 0.039611 
Iteration 00022    Loss 0.039209 
Iteration 00023    Loss 0.038870 
Iteration 00024    Loss 0.038607 
Iteration 00025    Loss 0.038295 
Iteration 00026    Loss 0.037993 
Iteration 00027    Loss 0.037680 
Iteration 00028    Loss 0.037310 
Iteration 00029    Loss 0.036989 
Iteration 00030    Loss 0.036641 
Iteration 00031    Loss 0.036289 
Iteration 00032    Loss 0.035933 
Iteration 00033    Loss 0.035632 
Iteration 00034    Loss 0.035351 
Iteration 00035    Loss 0.035108 
Iteration 00036    Loss 0.034867 
Iteration 00037    Loss 0.034778 
Iteration 00038    Loss 0.034245 
Iteration 00039    Loss 0.033950 
Iteration 00040    Loss 0.033526 
Iteration 00041    Loss 0.033356 
Iteration 00042    Loss 0.033223 
Iteration 00043    Loss 0.033521 
Iteration 00044    Loss 0.033267 
Iteration 00045    Loss 0.032758 
Iteration 00046    Loss 0.032583 
Iteration 00047    Loss 0.032008 
Iteration 00048    Loss 0.031663 
Iteration 00049    Loss 0.031505 
Iteration 00050    Loss 0.031098 
Iteration 00051    Loss 0.030946 
Iteration 00052    Loss 0.031295 
Iteration 00053    Loss 0.031077 
Iteration 00054    Loss 0.030617 
Iteration 00055    Loss 0.030070 
Iteration 00056    Loss 0.029784 
Iteration 00057    Loss 0.029404 
Iteration 00058    Loss 0.029083 
Iteration 00059    Loss 0.028897 
Iteration 00060    Loss 0.028622 
Iteration 00061    Loss 0.028474 
Iteration 00062    Loss 0.028270 
Iteration 00063    Loss 0.027938 
Iteration 00064    Loss 0.027613 
Iteration 00065    Loss 0.027410 
Iteration 00066    Loss 0.027061 
Iteration 00067    Loss 0.026798 
Iteration 00068    Loss 0.026533 
